0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z
-0.16142,0.745094,0.26925,-0.033599,0.627895,0.398034,-0.201928,0.483848,0.352164,-0.155483,0.816012,0.264508,0.094367,0.179815,0.352248,-0.193676,0.231164,0.295426,-0.1538215,1.1313385,0.11654500000000001,0.135475,0.108184,0.287742,-0.210412,0.073341,0.217498,-0.144251,1.243143,0.111709,0.144963,0.053092,0.418486,-0.144817,0.053921,0.342154,-0.144801,1.213821,0.148987,-0.112917,1.171104,0.151386,-0.18224,1.176487,0.153747,-0.141148,1.344824,0.185096,0.009083,1.184858,0.158228,-0.300718,1.20441,0.171158,0.058944,1.004208,0.212911,-0.343623,1.018542,0.21267,0.06713849999999999,0.7882115000000001,0.2851835,-0.38525,0.978297,0.4426875,-0.326616,0.954095,0.497901,-0.326616,0.954095,0.497901
-0.161474,0.744533,0.266905,-0.03408,0.627731,0.397082,-0.2035,0.483779,0.351768,-0.155549,0.815499,0.262926,0.094462,0.179685,0.35231,-0.194242,0.230471,0.295002,-0.1528835,1.1317095,0.115412,0.135815,0.108025,0.287993,-0.211944,0.072505,0.217578,-0.14338,1.243543,0.111146,0.144891,0.052832,0.418724,-0.145587,0.054067,0.34198,-0.144271,1.214062,0.148292,-0.112368,1.171367,0.150826,-0.181717,1.176672,0.15252,-0.141143,1.344973,0.184782,0.009537,1.185238,0.15899,-0.300386,1.204329,0.16903,0.058515,1.004552,0.214349,-0.343958,1.018705,0.210939,0.0662865,0.7887169999999999,0.2868395,-0.3873675,0.9742485,0.44040500000000005,-0.328935,0.949552,0.495613,-0.328935,0.949552,0.495613
-0.161466,0.744381,0.265118,-0.034432,0.627592,0.396322,-0.204224,0.484129,0.351267,-0.155532,0.815366,0.261514,0.09477,0.179705,0.352302,-0.194434,0.230147,0.294725,-0.1517965,1.1320695,0.11424,0.136112,0.107877,0.288165,-0.212551,0.072125,0.217512,-0.142553,1.243943,0.11048,0.144866,0.052618,0.41889,-0.145995,0.054232,0.341887,-0.143699,1.214319,0.147505,-0.111707,1.171699,0.150166,-0.181082,1.176814,0.151256,-0.141223,1.345108,0.184481,0.010093,1.185716,0.159551,-0.299946,1.204127,0.166915,0.057349,1.004681,0.215265,-0.344241,1.018864,0.209653,0.065226,0.7890325,0.2879135,-0.3894105,0.97026,0.4385775,-0.331297,0.944805,0.493778,-0.331297,0.944805,0.493778
-0.161598,0.744673,0.264105,-0.034721,0.627562,0.395841,-0.20441,0.484811,0.350684,-0.155605,0.81565,0.260424,0.094665,0.17978,0.351896,-0.194509,0.230359,0.294547,-0.150407,1.1326725,0.11289550000000001,0.135717,0.107724,0.28783,-0.212145,0.072377,0.217139,-0.141853,1.244619,0.109707,0.144851,0.052649,0.418606,-0.14607,0.054569,0.341784,-0.143105,1.214822,0.14659,-0.110862,1.172395,0.149319,-0.180275,1.177063,0.149873,-0.141361,1.345446,0.184183,0.010832,1.186463,0.15993,-0.299357,1.203809,0.164844,0.055915,1.005005,0.216068,-0.34426,1.018911,0.208515,0.064281,0.7892215,0.2884725,-0.39133249999999997,0.9664745,0.437037,-0.333516,0.940158,0.492145,-0.333516,0.940158,0.492145
-0.161878,0.745522,0.263835,-0.034903,0.627664,0.395681,-0.204245,0.486098,0.350128,-0.155639,0.816448,0.259631,0.095229,0.18024,0.351906,-0.194639,0.231332,0.294596,-0.1490165,1.1333095,0.111601,0.135581,0.107759,0.287874,-0.210742,0.0735,0.216552,-0.141232,1.245325,0.108935,0.144828,0.052653,0.418629,-0.145812,0.055112,0.341713,-0.142553,1.215368,0.145685,-0.110031,1.173159,0.148485,-0.179478,1.177334,0.148532,-0.141562,1.345825,0.183882,0.011541,1.187295,0.160332,-0.298754,1.203505,0.162959,0.054627,1.005429,0.216715,-0.344219,1.018947,0.20748,0.06404699999999999,0.7896194999999999,0.288985,-0.393155,0.9628810000000001,0.435701,-0.335547,0.935677,0.490596,-0.335547,0.935677,0.490596
-0.162456,0.746934,0.264309,-0.034982,0.627858,0.395816,-0.203577,0.488158,0.349628,-0.155695,0.817749,0.259155,0.095498,0.180755,0.351838,-0.194747,0.233346,0.29466,-0.148058,1.1336365,0.110694,0.135851,0.108052,0.288058,-0.210303,0.075516,0.2165,-0.140603,1.245683,0.108359,0.144835,0.052703,0.418729,-0.145843,0.055759,0.341695,-0.14211,1.215631,0.145026,-0.10948,1.173517,0.147972,-0.178937,1.177477,0.147498,-0.141916,1.345967,0.183647,0.011969,1.18786,0.160791,-0.29836,1.203286,0.161351,0.054512,1.005871,0.217192,-0.344565,1.0191,0.206646,0.0645285,0.7903245,0.2894965,-0.39487,0.959487,0.4344445,-0.337364,0.931433,0.489017,-0.337364,0.931433,0.489017
-0.163307,0.749003,0.265674,-0.035354,0.628346,0.396548,-0.20235,0.490987,0.349097,-0.155792,0.819617,0.259018,0.09482,0.181399,0.351624,-0.194665,0.236463,0.294732,-0.147261,1.133741,0.10999800000000001,0.135142,0.108625,0.287905,-0.210236,0.078503,0.216837,-0.139929,1.245798,0.107865,0.144816,0.052896,0.418365,-0.145907,0.056378,0.341703,-0.141671,1.215697,0.14448,-0.10901,1.173619,0.147613,-0.178467,1.177493,0.146629,-0.142216,1.345899,0.183545,0.012312,1.188269,0.161257,-0.298014,1.203046,0.159883,0.054697,1.006214,0.217565,-0.345114,1.019237,0.205781,0.0651565,0.7908310000000001,0.289613,-0.396436,0.956319,0.43312799999999996,-0.338965,0.927479,0.487328,-0.338965,0.927479,0.487328
-0.164001,0.750927,0.26714,-0.035322,0.62872,0.397031,-0.201166,0.493481,0.348668,-0.155856,0.821317,0.259018,0.094469,0.181965,0.351256,-0.194529,0.239364,0.294765,-0.1466345,1.1337665000000001,0.1094785,0.134588,0.108962,0.287672,-0.210377,0.081247,0.217247,-0.139365,1.245832,0.107553,0.144813,0.053059,0.418016,-0.146017,0.056882,0.341679,-0.141319,1.215677,0.144112,-0.10865,1.173616,0.147393,-0.178102,1.177446,0.145973,-0.142316,1.345831,0.18333,0.012568,1.18854,0.16165,-0.297761,1.202801,0.158571,0.055152,1.006498,0.217849,-0.345733,1.019311,0.204843,0.0657365,0.7909934999999999,0.28938200000000003,-0.3977765,0.9535235,0.431713,-0.340363,0.923811,0.485501,-0.340363,0.923811,0.485501
-0.164353,0.751188,0.267048,-0.035026,0.628776,0.396699,-0.200555,0.494118,0.348302,-0.155971,0.821519,0.258653,0.094806,0.182065,0.351215,-0.194376,0.239989,0.294645,-0.1460455,1.133932,0.10897000000000001,0.134594,0.108865,0.28765,-0.210918,0.08176,0.217501,-0.138976,1.246016,0.107378,0.14483,0.053083,0.418044,-0.146249,0.057052,0.341705,-0.141053,1.215759,0.143847,-0.108322,1.173751,0.147177,-0.177774,1.177455,0.145425,-0.14242,1.345854,0.18325,0.012817,1.18882,0.161946,-0.297527,1.202579,0.157587,0.055441,1.006831,0.218283,-0.346285,1.019283,0.203803,0.06634799999999999,0.790998,0.289021,-0.39893449999999997,0.951113,0.43016750000000004,-0.341683,0.920463,0.4836,-0.341683,0.920463,0.4836
-0.16426,0.750646,0.266145,-0.034665,0.628609,0.395884,-0.200196,0.493674,0.347863,-0.155924,0.821017,0.258045,0.095275,0.181853,0.351156,-0.19436,0.239411,0.294356,-0.1455255,1.1341510000000001,0.1085365,0.135016,0.108548,0.287682,-0.212355,0.081017,0.217879,-0.138653,1.246251,0.107294,0.144872,0.053027,0.418217,-0.146825,0.057137,0.341793,-0.140808,1.215886,0.143668,-0.108014,1.173927,0.146995,-0.177465,1.177511,0.145002,-0.142388,1.345897,0.183337,0.01305,1.189118,0.162249,-0.297297,1.202411,0.156837,0.055593,1.0071,0.218554,-0.346665,1.019196,0.202729,0.067031,0.7910655,0.2885845,-0.3999585,0.9491890000000001,0.4284205,-0.342951,0.917547,0.481534,-0.342951,0.917547,0.481534
-0.163884,0.750177,0.265213,-0.034409,0.628493,0.395045,-0.200172,0.493017,0.347293,-0.155714,0.8206,0.257401,0.095142,0.181555,0.35074,-0.195116,0.238763,0.294372,-0.14527,1.134325,0.1083615,0.13502,0.108232,0.287373,-0.213281,0.080266,0.218149,-0.138384,1.246428,0.107405,0.144925,0.053076,0.418059,-0.14739,0.057474,0.342077,-0.140632,1.215976,0.143701,-0.10785,1.174005,0.147008,-0.177295,1.177601,0.144852,-0.141916,1.345879,0.183731,0.01317,1.189337,0.16247,-0.297189,1.202375,0.156319,0.055864,1.007266,0.218492,-0.347072,1.01911,0.201445,0.0676825,0.791253,0.288091,-0.4009355,0.9480005,0.42645500000000003,-0.344352,0.915054,0.479228,-0.344352,0.915054,0.479228
-0.163972,0.749727,0.264217,-0.034171,0.628335,0.394253,-0.200517,0.492642,0.346475,-0.155727,0.820185,0.256809,0.095028,0.181211,0.35046,-0.19803,0.23817,0.295589,-0.1454375,1.1344815000000001,0.108679,0.134893,0.107873,0.287102,-0.213147,0.079819,0.218403,-0.138198,1.246564,0.108012,0.144922,0.053074,0.417929,-0.148143,0.058759,0.343103,-0.140608,1.216029,0.144228,-0.107964,1.173948,0.147492,-0.177394,1.177768,0.145217,-0.140046,1.345782,0.184763,0.013065,1.189382,0.162776,-0.29734,1.202583,0.156033,0.055924,1.007223,0.218384,-0.348115,1.019238,0.19982,0.068147,0.7914285,0.28768,-0.4020855,0.948334,0.4245675,-0.346313,0.913008,0.476661,-0.346313,0.913008,0.476661
-0.164007,0.749642,0.263581,-0.034086,0.628262,0.393698,-0.200738,0.492598,0.345724,-0.155668,0.820105,0.256332,0.095234,0.181163,0.35044,-0.200994,0.237877,0.296464,-0.1462585,1.1342335000000001,0.109516,0.134898,0.107704,0.287096,-0.212831,0.079785,0.218182,-0.137975,1.246244,0.108918,0.144871,0.053038,0.417982,-0.148986,0.060059,0.343696,-0.140756,1.215717,0.145115,-0.108512,1.173333,0.148436,-0.177898,1.177799,0.145998,-0.138464,1.345393,0.185833,0.012561,1.188945,0.163186,-0.297846,1.203036,0.155766,0.055448,1.00665,0.218324,-0.348953,1.019423,0.19802,0.06850149999999999,0.7915175000000001,0.28739400000000004,-0.403109,0.9485235000000001,0.4224865,-0.348041,0.911145,0.473893,-0.348041,0.911145,0.473893
